datasheet_id|line|button|description|Unnamed: 4
1044|1||The Plague Champions boltgun can be replaced with one of the following:1 bolt pistol1 plasma gun1 plasma pistol|
1044|2||The Plague Champions plague knives can be replaced with one of the following:1 bubotic weapons1 power fist|
1044|3||For every 5 models in this unit, 1 Plague Marines boltgun can be replaced with 1 blight launcher.|
1044|4||For every 5 models in this unit, 1 Plague Marines boltgun can be replaced with 1 plague spewer.|
1044|5||For every 5 models in this unit, 1 Plague Marines boltgun can be replaced with one of the following:1 meltagun1 plague belcher1 plasma gun|
1044|6||For every 5 models in this unit, up to 2 Plague Marines can each have their boltgun replaced with 1 bubotic weapons.|
1044|7||For every 5 models in this unit, up to 2 Plague Marines can each have their boltgun replaced with 1 heavy plague weapon.|
1044|8||One Plague Marine equipped with a boltgun can be equipped with 1 icon of despair. This models boltgun cannot be replaced.|
1045|1||1 model can be equipped with 1 diseased icon.|
1046|1||This models multi-melta can be replaced with one of the following:1 plasma cannon1 twin autocannon1 twin lascannon1 twin heavy bolter1 additional Helbrute fist|
1046|2||1 of this models Helbrute fists can be replaced with 1 missile launcher|
1046|3||1 of this models Helbrute fists can be replaced with one of the following:1 Helbrute hammer1 power scourge|
1046|4||For each Helbrute fist this model is equipped with, it can be equipped with one of the following:1 combi-bolter*1 heavy flamer*|
1046|5|*|* That Helbrute fist cannot then be replaced.|
1047|1||This model can be equipped with one of the following:1 additional combi-bolter1 combi-weapon|
1047|2||This model can be equipped with 1 havoc launcher or can replace 1 combi-bolter with 1 havoc launcher.|
1049|1||This model can be equipped with one of the following:1 combi-bolter1 combi-weapon|
1049|2||This model can be equipped with 1 havoc launcher.|
1050|1||This model can be equipped with one of the following:2 lascannons2 heavy bolters|
1050|2||This model can be equipped with one of the following:1 combi-weapon1 combi-bolter|
1050|3||This model can be equipped with 1 havoc launcher.|
1051|1||This models twin heavy flamer can be replaced with one of the following:1 Defiler scourge1 havoc launcher|
1051|2||This models reaper autocannon can be replaced with one of the following:1 twin heavy bolter1 twin lascannon|
1051|3||This model can be equipped with one of the following:1 combi-bolter1 combi-weapon|
1057|1||This models fleshmower can be replaced with 2 plaguespitters.|
1094|1|||
1095|1|||
1096|1|||
1097|1|||
1098|1||This models reaper chainsword can be replaced with 1 hekaton siege claw and 1 twin rad cleanser.|
1099|1||This models 2 Acastus autocannons can each be replaced with one of the following:2 lascannons1 Acastus autocannon and 1 lascannon|
1099|2||This models Acastus ironstorm missile pod can be replaced with 1 helios defence missiles.|
1100|1||This models reaper chainsword can be replaced with 1 hekaton siege claw and 1 twin rad cleanser.|
1104|1|||
1105|1|||
1106|1|||
1111|1|||
1112|1|||
1114|1||1 Bloodletter that is not equipped with a daemonic icon can be equipped with 1 instrument of Chaos.|
1114|2||1 Bloodletter that is not equipped with an instrument of Chaos can be equipped with 1 daemonic icon.|
1115|1||1 Bloodcrusher that is not equipped with a daemonic icon can be equipped with 1 instrument of Chaos.|
1115|2||1 Bloodcrusher that is not equipped with an instrument of Chaos can be equipped with 1 daemonic icon.|
1116|1|||
1117|1|||
1118|1|||
1119|1|||
1120|1||This model can be equipped with one of the following:1 rod of sorcery1 baleful sword|
1125|1|||
1126|1|||
1127|1|||
1128|1|||
1129|1|||
1130|1||This models plague flail can be replaced with 1 bileblade.|
1130|2||This models bilesword can be replaced with 1 doomsday bell.|
1132|1||1 Plaguebearer that is not equipped with a daemonic icon can be equipped with 1 instrument of Chaos.|
1132|2||1 Plaguebearer that is not equipped with an instrument of Chaos can be equipped with 1 daemonic icon.|
1133|1|||
1134|1|||
1135|1||1 Plague Drone that is not equipped with a daemonic icon can be equipped with 1 instrument of Chaos.|
1135|2||1 Plague Drone that is not equipped with an instrument of Chaos can be equipped with 1 daemonic icon.|
1136|1|||
1137|1||This model can be equipped with one of the following:Living whipRitual knifeShining aegis|
1138|1|||
1139|1|||
1141|1|||
1142|1||1 Daemonette that is not equipped with a daemonic icon can be equipped with 1 instrument of Chaos.|
1142|2||1 Daemonette that is not equipped with an instrument of Chaos can be equipped with 1 daemonic icon.|
1143|1|||
1144|1|||
1145|1||1 Seeker that is not equipped with a daemonic icon can be equipped with 1 instrument of Chaos.|
1145|2||1 Seeker that is not equipped with an instrument of Chaos can be equipped with 1 daemonic icon.|
1146|1|||
1147|1|||
1148|1|||
1149|1|||
1150|1|||
1151|1||This models warpsword can be replaced with 1 warpclaw.|
1153|1||This model can be equipped with one of the following:2 heavy bolters2 lascannons|
1153|2||This model can be equipped with one of the following:1 heavy bolter1 heavy flamer1 multi-melta1 storm bolter|
1154|1||Any number of models can each have their bolt pistol replaced one of the following:1 storm shield1 grav-pistol1 hand flamer1 inferno pistol1 plasma pistol|
1156|1||This models incendium cannon can be replaced with 1 twin ironhail autocannon.|
1157|1||The Intercessor Sergeants bolt rifle can be replaced with one of the following:1 Astartes chainsword1 hand flamer1 plasma pistol1 power weapon|
1157|2||The Intercessor Sergeants close combat weapon can be replaced with one of the following:1 Astartes chainsword1 power fist1 power weapon1 thunder hammer|
1157|3||For every 5 models in this unit, 1 model equipped with a bolt rifle can be equipped with 1 Astartes grenade launcher.|
1158|1||This models onslaught gatling cannon can be replaced with 1 multi-melta.|
1159|1||One Incursor can be equipped with 1 haywire mine.|
1160|1||The Scout Sergeant's boltgun can be replaced with 1 Astartes chainsword. |
1160|2||Any number of models can each have their boltgun replaced with one of the following: 1 Astartes shotgun 1 combat knife|
1160|3||For every 5 models in this unit, 1 Scouts boltgun can be replaced with 1 Scout sniper rifle. |
1160|4||For every 5 models in this unit, 1 Scouts boltgun can be replaced with one of the following: 1 heavy bolter 1 missile launcher|
1161|1||This model can be equipped with one of the following:2 heavy bolters2 lascannons|
1161|2||This model can be equipped with 1 hunter-killer missile.|
1161|3||This model can be equipped with 1 storm bolter.|
1162|1|||
1163|1||This model can be equipped with one of the following:2 heavy bolters2 lascannons|
1163|2||This model can be equipped with 1 hunter-killer missile.|
1163|3||This model can be equipped with 1 storm bolter.|
1164|1|||
1166|1||The Veteran Biker Sergeants bolt pistol can be replaced with one of the following:1 boltgun 1 combi-weapon1 grav-pistol1 plasma pistol1 storm bolter|
1166|2||The Veteran Biker Sergeants Astartes chainsword can be replaced with one of the following:1 power fist1 power weapon1 thunder hammer|
1166|3||Any number of Veteran Bikers bolt pistols can each be replaced with one of the following:1 grav-pistol1 plasma pistol1 thunder hammer1 power fist1 power weapon1 storm shield|
1166|4||Any number of Veteran Bikers Astartes chainswords can each be replaced with one of the following:1 flamer 1 grav-gun1 grav-pistol1 meltagun1 plasma gun1 plasma pistol1 power fist1 power weapon1 thunder hammer1 storm shield|
1167|1|||
1168|1|||
1169|1||This models heavy bolter can be replaced with 1 multi-melta.|
1169|2||This models assault cannon can be replaced with 1 heavy flamer.|
1172|1||This models master-crafted heavy bolt rifle and master-crafted power weapon can be replaced with:1 boltstorm gauntlet, 1 power fist and 1 relic chainsword1 boltstorm gauntlet, 1 power fist and 1 relic blade1 boltstorm gauntlet, 1 power fist and 1 relic fist|
1175|1||This models Kratos battle cannon can be replaced with one of the following:1 melta blast-gun1 volkite cardanelle|
1175|2||2 of this models heavy bolters can be replaced with one of the following:2 autocannons2 lascannons2 volkite calivers|
1175|3||2 of this models heavy bolters can be replaced with one of the following:2 heavy flamers2 lascannons2 volkite culverins |
1175|4||This model can be equipped with one of the following:1 combi-weapon1 havoc launcher1 heavy bolter1 heavy flamer1 multi-melta1 twin boltgun|
1175|5||This model can be equipped with 1 hunter killer missile    |
1177|1||For every 5 models in this unit, 1 Heavy Intercessors heavy bolt rifle can be replaced with 1 heavy bolter.|
1178|1||This model can be equipped with 1 hunter-killer missile.|
1179|1|||
1182|1||This models bolt pistol can be replaced with one of the following:1 boltgun1 combi-weapon1 grav-pistol1 plasma pistol1 storm bolter1 power fist1 power weapon1 thunder hammer|
1183|1||For every 5 models in this unit, 1 Terminators storm bolter can be replaced with one of the following:1 assault cannon1 heavy flamer1 cyclone missile launcher and 1 storm bolter.*|
1183|2||Any number of models can each have their power fist replaced with 1 chainfist.|
1183|3||The Terminator Sergeants power fist can be replaced with 1 power weapon.|
1183|4|*|* This models storm bolter cannot be replaced.|
1184|1||This model can be equipped with 1 hunter-killer missile.|
1184|2||This model can be equipped with 1 multi-melta.|
1184|3||This model can be equipped with 1 storm bolter.|
1185|1||This model can be equipped with one of the following:2 heavy bolters2 lascannons|
1185|2||This model can be equipped with 1 hunter-killer missile.|
1185|3||This model can be equipped with 1 storm bolter.|
1188|1||This model can be equipped with 1 hunter-killer missile.|
1188|2||This model can be equipped with 1 storm bolter.|
1189|1||This models 2 heavy flamers can be replaced with one of the following2 heavy bolters2 lascannons2 volkite culverins|
1189|2||This models 2 lascannons can be replaced with on of the following:2 heavy bolters2 heavy flamers2 volkite culverins|
1190|1||This models skyhammer missile launcher can be replaced with one of the following:1 twin heavy bolter1 twin lascannon1 typhoon missile launcher|
1191|1||This models twin assault cannon can be replaced with one of the following:1 twin heavy plasma cannon1 twin lascannon|
1191|2||This models typhoon missile launcher can be replaced with one of the following:1 twin heavy bolter1 twin multi-melta|
1191|3||This model can be equipped with 2 hurricane bolters.|
1192|1||This models storm bolter and Dreadnought combat weapon can be replaced with one of the following:1 heavy flamer and 1 Dreadnought combat weapon1 assault cannon1 Dreadnought inferno cannon1 heavy plasma cannon1 multi-melta1 twin lascannon|
1192|2||This models assault cannon can be replaced with one of the following:1 Dreadnought inferno cannon1 heavy plasma cannon1 multi-melta1 storm bolter and 1 Dreadnought combat weapon1 heavy flamer and 1 Dreadnought combat weapon1 twin lascannon|
