datasheet_id|line|ability_id|model|name|description|type|parameter|Unnamed: 8
693|2|||Rapid Deployment|Units can disembark from this TRANSPORT after it has Advanced. Units that do so count as having made a Normal move that phase, and cannot declare a charge in the same turn, but can otherwise act normally.|Datasheet||
694|1|8339.0||||Core|D6|
694|2|||Flush Them Out|In your Shooting phase, after this model has shot, select one enemy unit that was hit by one or more of those attacks. Until the start of your next Shooting phase, that unit is scattered. While a unit is scattered, it cannot have the Benefit of Cover.|Datasheet||
694|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
695|1|8339.0||||Core|D3|
695|2|||Earthshaker Rounds|"In your Shooting phase, after this model has shot, if one or more of those attacks made with its earthshaker cannon scored a hit against an enemy INFANTRY unit, until the start of your next Shooting phase, that unit is shaken. While a unit is shaken, subtract 2"" from its Move characteristic and subtract 2 from Charge rolls made for it."|Datasheet||
695|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
696|1|8339.0||||Core|D3|
696|2|||Flak Battery|Each time this model makes an attack that targets a unit that can FLY, you can re-roll the Hit roll.|Datasheet||
696|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
697|1|8339.0||||Core|D3|
697|2|||Suppression Bombardment|In your Shooting phase, after this model has shot, select one enemy unit (excluding MONSTERS and VEHICLES) that was hit by one or more of those attacks made with this models Wyvern quad stormshard mortar. Until the start of your next Shooting phase, that enemy unit is suppressed. While a unit is suppressed, each time a model in that unit makes an attack, subtract 1 from the Hit roll.|Datasheet||
697|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
698|1|8339.0||||Core|D3|
698|2|||Furious Barrage|In your Shooting phase, after this model has shot, select one enemy unit (excluding MONSTERS and VEHICLES) that was hit by one or more of those attacks made with this models storm eagle rockets. Until the start of your next Shooting phase, that enemy unit is staggered. While a unit is staggered, subtract 1 from the Objective Control characteristic of models in that unit (to a minimum of 1).|Datasheet||
698|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
699|1|8339.0||||Core|D6|
699|2|||Deathstrike Missile|In your Shooting phase, each time this model is selected to shoot, if it has not shot with its Deathstrike missile this battle, you can do one of the following in addition to resolving this models ranged attacks:Designate Target: If this model does not have a Deathstrike Target marker on the battlefield, place a unique Deathstrike Target marker for this model anywhere on the battlefield.Adjust Target: If this model has a Deathstrike Target marker on the battlefield, move that marker to anywhere else on the battlefield.|Datasheet||
699|3|||Plasma Warhead|"The bearer can only shoot with this weapon in your Shooting phase, and only if it Remained Stationary this turn and you did not use its Deathstrike Missile ability to Designate Target or Adjust Target this phase. When the bearer shoots with this weapon, do not select a target. Instead, resolve this weapons attacks, rolling for each unit within 6"" of the centre of its Deathstrike Target marker individually."|Wargear profile||
699|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
700|1|8339.0||||Core|D3|
700|2|||Armoured Spearhead|Each time this model makes an attack that targets an enemy unit, re-roll a Hit roll of 1 and, if that unit is within range of an objective marker you do not control, you can re-roll the Hit roll instead.|Datasheet||
700|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
701|1|8339.0||||Core|D3|
701|2|||Line-breaker|When making ranged attacks with its demolisher battle cannon, this model can target enemy units within Engagement Range of it (provided no other friendly units are also within Engagement Range of that enemy unit). In addition, when making ranged attacks, this model does not suffer the penalty to its Hit rolls for being within Engagement Range of one or more enemy units.|Datasheet||
701|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
702|1|8339.0||||Core|D6+2|
702|2|||Rolling Fortress|Each time a ranged attack is allocated to an ASTRA MILITARUM model from your army, if that model is not fully visible to every model in the attacking unit because of this BANEBLADE model, that model has the Benefit of Cover against that attack.|Datasheet||
703|1|8339.0||||Core|D6+2|
703|2|8334.0||||Core|6|
703|3|||Tremor Quake|"In your Shooting phase, just after selecting a target for this models tremor cannon, the target unit and every other enemy INFANTRY unit within 3"" of that unit must take a Battle-shock test."|Datasheet||
704|1|8339.0||||Core|D6+2|
704|2|||Armour Obliteration|Each time an attack made with this models quake cannon destroys an enemy model that has the Deadly Demise ability, that models Deadly Demise ability inflicts mortal wounds on a D6 roll of 3+ instead of on a 6.|Datasheet||
705|1|8339.0||||Core|D6+2|
705|2|8334.0||||Core|6|
705|3|||Close-range Titan Killer|Each time this models magma cannon targets a MONSTER or VEHICLE unit, that target is always considered to be within half range of that weapon.|Datasheet||
706|1|8339.0||||Core|D6+2|
706|2|||Close-quarters Warfare|This model does not suffer the penalty to its Hit rolls for making ranged attacks while enemy units are within Engagement Range of it.|Datasheet||
707|1|8339.0||||Core|D6+2|
707|2|||Titan-killer|Each time this model makes a ranged attack with its volcano cannon that targets a MONSTER or VEHICLE unit, that attack has the [DEVASTATING WOUNDS] ability.|Datasheet||
708|1|8339.0||||Core|D6+2|
708|2|8334.0||||Core|12|
708|3|||Mount Up!|"At the end of your opponents Movement phase, if there are no models currently embarked within this TRANSPORT, you can select one friendly Astra Militarum Infantry unit (excluding Artillery units) that is wholly within 6"" of this TRANSPORT. Unless that unit is within Engagement Range of one or more enemy units, it can embark within this TRANSPORT."|Datasheet||
709|1|8339.0||||Core|D6+2|
709|2|||Concussive Wave|"In your Shooting phase, just after selecting a target for this models Stormsword siege cannon, roll one D6 for the target unit and every other unit within 3"" of that unit: on a 5+, the unit being rolled for is struck by a concussive wave. After this model has finished making its attacks against that target unit this phase, each unit struck by a concussive wave suffers D3 mortal wounds."|Datasheet||
713|1|8346.0||||Core||
713|2|8344.0||||Core|"6"""|
713|3|8377.0||||Faction||
713|4|||Cold Steel and Courage|While this model is leading a unit, melee weapons equipped by models in that unit have the [LETHAL HITS] ability.|Datasheet||
713|5|||Been There, Seen it, Killed it|Each time this model makes a melee attack, if it made a Charge move this turn, you can re-roll the Hit roll and you can re-roll the Wound roll.|Datasheet||
713|6|||ORDERS|This OFFICER can issue up to 2 Orders to Regiment units.|Special ( )||
714|1|8338.0||||Core|6+|
714|2|8346.0||||Core||
714|3|8344.0||||Core|"6"""|
714|4|8377.0||||Faction||
714|5|||Harkers Hellraisers|"While this model is leading a unit, each time a ranged attack targets that unit, if the attacking model is more than 12"" away, subtract 1 from the Hit roll."|Datasheet||
714|6|||Payback Time|Once per battle, when this model is selected to shoot, it can use this ability. If it does, until the end of the phase, its Payback weapon has an Attacks characteristic of 6 and the [SUSTAINED HITS 3] ability instead of the [SUSTAINED HITS 1] ability.|Datasheet||
714|7|||ORDERS|This Officer can issue 1 Order to a Catachan Jungle Fighters unit.|Special ( )||
716|1|8346.0||||Core||
716|2|8377.0||||Faction||
716|3|||Summary Execution|"Once per battle round, at the start of any phase, you can select one friendly Astra Militarum Infantry unit that is Battle-shocked and within 12"" of this model. If you do, one model in that unit is destroyed, and that unit is then no longer Battle-shocked."|Datasheet||
716|4|||Political Overwatch|While another Officer model is in the same unit as this model, you can re-roll Battle-shock tests taken for that unit.|Datasheet||
716|5|||ORDERS|This OFFICER can issue 1 Order to a Regiment unit. This OFFICER can only issue the Duty and Honour! and Fix Bayonets! Orders.|Fortification ( )||
719|1|8343.0||||Core||
719|2|8346.0||||Core||
719|3|8377.0||||Faction||
719|4|||Tempestor Prime|While this unit contains a Tempestor Prime, ranged weapons equipped by models in this unit have the [SUSTAINED HITS 1] ability.|Datasheet||
719|5|||Medi-pack|At the start of your Command phase, if the bearers unit is below its Starting Strength, you can return up to D3 destroyed Tempestus Scions models to this unit.|Wargear||
719|6|||Regimental Standard|Add 1 to the Objective Control characteristic of models in the bearers unit.|Wargear||
719|7|||Command Rod|While the bearer is leading a unit, that unit can be affected by up to two different Orders at the same time.|Wargear||
719|8|||Master Vox|"Each time the OFFICER in the bearers unit issues an Order, it can issue it to an eligible unit up to 24"" away."|Wargear||
719|9|||ORDERS|This units OFFICER can issue 1 Order to a Regiment unit.|Special ( )||
721|1|8339.0||||Core|D3|
721|2|||Transport Support|In your Shooting phase, after this model has shot, select one enemy unit that was hit by one or more of those attacks. Until the end of the phase, each time a model that disembarked from this TRANSPORT this turn makes an attack that targets that enemy unit, you can re-roll the Hit roll.|Datasheet||
722|1|8338.0||||Core|6+|
722|2|||Point-blank Barrage|Each time a model in this unit makes a ranged attack that targets the closest eligible target, improve the Armour Penetration characteristic of that attack by 1.|Datasheet||
723|1|8338.0||||Core|6+|
723|2|||Wall of Muscle|Each time an attack is allocated to a model in this unit, subtract 1 from the Damage characteristic of that attack.|Datasheet||
723|3|||Brute Shield|The bearer has a 4+ invulnerable save.|Wargear||
723|4|||Slabshield|The bearer has a Wounds characteristic of 4.|Wargear||
